2020-08-31 22:05:22	63	ON4822
2020-08-31 22:06:22	73	OO6078
2020-08-31 22:07:23	85	MO2791
2020-08-31 22:08:20	65	NQ3485
2020-08-31 22:08:43	69	MM4166
2020-08-31 22:09:40	59	MN5694
2020-08-31 22:10:10	66	PM1738
2020-08-31 22:11:11	60	RQ9884
2020-08-31 22:11:24	71	MQ1587
2020-08-31 22:12:16	58	PS3364
2020-08-31 22:12:32	63	PM0715
2020-08-31 22:12:48	74	QR4883
2020-08-31 22:13:34	67	NN5312
2020-08-31 22:14:24	68	QN1786
2020-08-31 22:15:00	66	MO2014
2020-08-31 22:15:25	68	MS8324
2020-08-31 22:15:48	80	NR6334
2020-08-31 22:16:39	71	MM1248
2020-08-31 22:17:04	75	RP6678
2020-08-31 22:17:24	68	RM8230
2020-08-31 22:18:25	86	OQ3856
2020-08-31 22:19:52	64	RN7769
2020-08-31 22:20:58	72	MR2694
2020-08-31 22:24:25	96	PN7567
2020-08-31 22:25:23	64	OP6630
2020-08-31 22:29:37	51	OO1556
2020-08-31 22:32:49	60	NM6625
2020-08-31 22:33:54	71	RQ5167
2020-08-31 22:34:14	59	QR4832
2020-08-31 22:34:48	62	ON3596
2020-08-31 22:37:32	89	NP5967
2020-08-31 22:38:01	64	NM7976
2020-08-31 22:40:33	90	PP6639
2020-08-31 22:42:06	60	RP9481
2020-08-31 22:42:58	48	SQ5450
2020-08-31 22:44:16	70	MP8991
2020-08-31 22:46:39	66	QR8007
2020-08-31 22:47:39	74	PS3008
2020-08-31 22:49:07	53	OO0058
2020-08-31 22:51:24	73	NP8989
2020-08-31 22:54:01	56	RO5695
2020-08-31 22:55:44	77	QN9248
2020-08-31 22:56:07	53	MM8060
2020-08-31 22:59:46	61	NR0999
2020-08-31 23:00:55	64	SS8992
2020-08-31 23:01:04	72	RO2497
2020-08-31 23:03:45	67	RO2232
2020-08-31 23:07:44	65	MQ1500
2020-08-31 23:08:13	62	QR7926
2020-08-31 23:09:03	55	SQ8126
2020-08-31 23:09:28	50	QO5977
2020-08-31 23:09:37	67	PR6257
2020-08-31 23:10:22	51	MR9515
2020-08-31 23:12:31	90	MR5185
2020-08-31 23:13:03	75	SR0584
2020-08-31 23:13:15	69	RS4635
2020-08-31 23:14:01	70	NP0992
2020-08-31 23:15:51	60	PR1042
2020-08-31 23:15:53	63	MS8535
2020-08-31 23:16:21	54	PS1480
2020-08-31 23:16:52	70	OM6153
2020-08-31 23:17:27	67	OR4543
2020-08-31 23:17:57	65	MR9840
2020-08-31 23:18:09	62	RS6244
2020-08-31 23:18:30	62	QP9929
2020-08-31 23:19:58	67	OS3138
2020-08-31 23:22:29	55	RQ7051
2020-08-31 23:23:53	69	MR7826
2020-08-31 23:27:06	57	NM0289
2020-08-31 23:28:16	68	NM9281
2020-08-31 23:32:28	57	NP8920
2020-08-31 23:35:21	71	MM1727
2020-08-31 23:36:24	51	QQ7652
2020-08-31 23:38:35	64	MQ2771
2020-08-31 23:42:25	82	MP3904
2020-08-31 23:43:37	80	NS4550
2020-08-31 23:44:52	91	PP8516
2020-08-31 23:46:13	71	SR7550
2020-08-31 23:46:24	77	QO4294
2020-08-31 23:50:42	64	QO9271
2020-08-31 23:53:55	66	NS1931
2020-08-31 23:54:13	59	NR1114
2020-08-31 23:55:36	79	MN7371
2020-08-31 23:56:08	65	OS9766
